filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00001.wav,0.3409831616280061,0.09498128351407972,0.09591842442750931,0.0023734590504318476,1529.8353159300755,375984.0239221208,2038.617578969221,213794.46283276827,3548.8202074363876,2976486.368287789,0.056044256724071206,0.0014485033470784323,0.000141887430800125,0.0050892699509859085,-0.00017619258142076433,0.0030659250915050507,107.666015625,-207.5567959584134,7766.62193915293,124.00671718798907,560.4503587454186,8.930561658882072,572.6095633435745,35.8746844809312,264.71019222772384,2.916037721674649,280.09079585781586,21.523724844956494,156.4451121377423,-8.554703081545176,200.99899064724394,23.358672450147154,142.4805894974527,-10.103616358929084,166.27392238638254,11.903743520041868,104.44751363348843,-5.560387184424063,105.31874796636097,5.376802045265041,96.28242569157854,-2.239119327621652,64.88908064373958,4.216963081367921,73.18765394701386,-6.012273272105527,52.46776412605042,0.9361085469011254,55.36494179003255,-0.7165368469495234,60.10707278778463,0.29387517328195284,48.15721900614711,-0.2874306648121589,51.128490513936335,0.5315729228628554,45.82505328660611,blues
blues.00004.wav,0.3085901278168974,0.08784988762228747,0.09156321734189987,0.002303641987964511,1835.4946028033319,343350.8420071663,1748.3624480992835,88466.01331545187,3580.945013182082,1572304.494366614,0.1015001421004257,0.001953508818485157,-1.798124321794603e-05,0.004816603381186724,-1.0336914783692919e-05,0.0030941879376769066,135.99917763157896,-160.2660312475091,5192.85236788022,126.19880035817376,853.8751539515886,-35.60544844761134,333.64989420304056,22.153301100991346,193.54704947434485,-32.48926973247686,336.40005414190284,10.864512127345403,134.73969513895426,-23.357928569723676,93.29314548702793,0.5031167364146406,124.73767708387724,-11.805831155065967,129.97373308697445,1.206804105961059,99.75413555291698,-13.083820342148625,80.3239597438065,-2.8063846485726174,86.45952394572792,-6.9341222142226595,89.6219508710954,-7.5586185187913335,70.95482821265068,-9.17355225116578,75.7399299416123,-4.512165860475424,86.03146530013979,-5.45353824408101,75.32711033937031,-0.9241616364943899,53.5836123405065,-4.409332528490349,62.930356441376105,-11.703781255971853,55.235797375744106,blues
blues.00003.wav,0.4047790020593515,0.09400896778862562,0.14119118452072144,0.006338794250041246,1070.1199533246056,184498.41834759514,1596.3339477626864,166561.56481065828,2185.028454098539,1494250.010769591,0.03330894446594427,0.0004230743810646026,4.781584834745445e-07,0.019062459468841553,-1.4527277926390525e-05,0.002713876310735941,172.265625,-199.4311443622731,5495.272975090472,150.0992177925424,456.7778463576921,5.647594315988093,257.06551262805584,26.871927453199177,158.1762216996988,1.75446257350835,267.8711507354451,14.23834423106636,126.86836625624622,-4.830882173320006,156.03114493202054,9.297965261251441,81.15969231346473,-0.7577411657573526,92.17922894913276,8.149012190726342,71.20560399288429,-3.1963135372049125,110.29908840472835,6.087675942506243,48.19771372629879,-2.4764204886511507,56.821791093806446,-1.073890395153171,62.299654919620295,-2.8747774091162728,51.67223485200135,0.7809762925870151,44.460140136615166,-3.3169321908693226,50.23436928942287,0.6379808733561013,37.344991493367466,-0.6196898234783067,37.29871431264776,-3.4082332454720015,31.976846681494084,blues
blues.00005.wav,0.30234642657347954,0.08754379993004262,0.10346758365631104,0.0039827520959079266,1831.9423675966689,1031258.998557134,1729.483241126701,202028.18545634655,3480.9372845818016,3276524.931914749,0.09403986975135449,0.006237169845177415,-8.508322935085744e-07,0.008081580512225628,-2.169109029637184e-05,0.0032369738910347223,112.34714673913044,-177.86904821442045,7301.501195691757,118.19691616077793,3197.5667459104207,-17.550672641935268,654.5805359322638,30.75863455799999,486.10505920523906,-21.742746024838958,433.7173483744254,11.903801804866518,266.21464441109606,-20.734248574102416,169.86390928852407,3.1805972716431934,133.79025529373263,-8.583483731605433,172.3551568075833,-0.9364875014388332,100.18532007167121,-11.77627331038401,76.58625787605197,-2.4206146261137493,78.48579402068378,-9.339364687322172,80.32833804257648,-9.93932489233774,47.57636099371659,-3.909892093194323,60.072689599729124,-5.570624715427676,72.56112778601363,-1.839023211815163,68.75463250868283,-2.778421089394,42.44230591778528,-3.0468661487393414,39.84088947951315,-8.115809021660661,46.3076382809592,blues
blues.00000.wav,0.3499431970389889,0.08875965684102874,0.13022463023662567,0.002828888827934861,1784.4204464946638,129789.68923751013,2002.6501916232637,85897.0371887628,3806.4853160373937,901661.9262782969,0.08306639113293343,0.0007667342953635373,-4.90313905174844e-05,0.008168737404048443,5.157095984031912e-06,0.005688894540071487,123.046875,-113.5967421787754,2565.3029638829134,121.55730196553871,295.8712521403883,-19.158824574192572,235.6465182895271,42.351028761460356,150.9183714624321,-6.376457093993789,167.8864495670587,18.61887471034815,89.22325109409036,-13.697910860170115,67.65120995713087,15.344630200831624,68.98213179236728,-12.285265747087777,82.11292918604046,10.98049082345483,63.41761216289669,-8.324323400509186,61.81326264290745,8.810668332085012,51.228370591663925,-3.667367432308271,41.24464640888693,5.751690395008693,40.565155606349954,-5.162761370348357,49.81392224883235,0.7509466000625342,52.459197343328256,-1.6919372551338625,36.550674617122,-0.4099536931866394,41.64278193981307,-2.300208093109955,55.09506431371449,1.2199281312510948,46.971305929524824,blues
blues.00002.wav,0.363602838496103,0.08528664107575061,0.17557303607463837,0.002748201135545969,1552.4819582458867,156526.3177146876,1747.1659849613072,76046.70723997036,3040.514947755418,783115.9364037296,0.07630074799245357,0.0010072891555751452,-1.297452627113671e-06,0.01633862964808941,-2.2895233996678144e-05,0.007460205815732479,161.4990234375,-90.75439379120981,3320.731207028773,140.45990690263565,508.9714830041462,-29.109965287934813,411.78340928025375,31.689014398051967,144.17308032351207,-13.987036007373844,155.6510323785092,25.754761159219047,74.51071432661497,-13.649585904665592,106.80506021874012,11.629270996424346,106.58080331805235,-11.780588908636357,65.58233395569302,9.706442349681256,67.82511673373877,-13.12311144339877,57.706608871696425,5.789264864716307,64.52980860683685,-8.905224434030334,60.437572332946594,-1.0837199898634384,57.7226218365034,-9.218358897037506,36.48627585173525,2.4558052297775776,40.611089417043594,-7.726901333051799,47.67552554637789,-1.8157238511277163,52.4251139420537,-3.433434271765646,46.62418485619998,-2.22682144103072,30.576181799582763,blues
blues.00006.wav,0.29130800186024586,0.09399585913285803,0.141795814037323,0.008802860975265503,1459.0784827344287,438092.64058806375,1388.9133116502308,185154.84295953004,2795.6164286232583,1622671.8507913006,0.07302790308146284,0.0019095948180740175,-6.991016562096775e-06,0.016888324171304703,-2.069646325253416e-05,0.005954674910753965,123.046875,-190.1494699473497,9652.005757721665,130.29695102940653,1934.2135760903218,-36.34413831086846,1307.6869568031136,33.01305035920638,480.366678211678,11.106935525152583,1084.484824395691,-0.6151583066479513,280.87906562968783,-20.86200953661647,152.2543803211946,0.27009112384914424,102.98525990928184,-6.489759729485375,131.02538578521649,-5.51709320060555,153.57833758723888,-7.840327991608349,87.50789849722919,-3.125678351676986,64.24434563441554,-6.593118171711412,79.17045835593791,-9.942267638901262,63.15967662915107,-6.537223946843331,86.43651944910124,-10.064754674700039,83.29588253314144,-10.912171231101219,56.95033596638448,-6.972478914911679,38.2614000688368,-3.4490333602413195,48.08054998724033,-6.495510607011718,70.03428056449697,blues
blues.00012.wav,0.26932002161441265,0.09390843113378479,0.11907171458005905,0.004055068362504244,1361.045467327888,257051.58790444507,1567.8045957296179,45196.137849693994,2739.6251005284926,952377.7123780468,0.06912392064144737,0.002381275203555497,-2.2821732272859663e-06,0.012533736415207386,-5.875657370779663e-05,0.0026338943280279636,92.28515625,-207.20808000096704,4578.579778213394,132.79917547173525,665.531087450871,-15.438985574580657,935.4144778666647,60.9867270103288,331.4372411320778,0.7258069987326776,313.46258881057605,12.43782769594966,101.36606243694541,1.1838357226819085,108.65811847718794,-1.5407794479807542,111.5241698870151,-17.888153908063188,96.6070381182083,8.358496131028003,95.10380003550004,-2.452067630211951,139.70313438942202,-0.6132481781338706,92.72863730238484,0.38487737035503417,86.55004664038042,2.6051279265633456,53.744660815100765,-5.1889237507533155,45.78567423962255,-9.527455286518673,69.30280077409981,-9.244394048981395,63.76083903639153,-2.8482737510322935,68.79653041226081,-1.4187068621065637,112.22039685687491,-5.932606959673905,91.5077943865767,blues
blues.00011.wav,0.36713747003848557,0.10236630744233699,0.06571295857429504,0.0025009713135659695,1353.2604615658556,512064.75975271146,1757.2309414323697,220538.86628613397,2882.224238251016,2932967.920700689,0.04395891785990712,0.001896140560074861,5.993938884785166e-06,0.0050045279785990715,-1.4506835213978775e-05,0.0006338739185594022,161.4990234375,-287.9149645638209,5936.038138403439,123.98006414519074,995.0085671285879,5.459753808794275,302.28353024890254,33.678088575289024,344.31153222006805,1.0919169771833628,441.6822234633836,14.704469971143732,235.563094324932,-4.898551939615784,149.2419388639441,8.654900476646333,189.21587892363803,0.7840488655723136,148.841839922061,6.570926677164255,114.254348441599,-4.8786577888366836,93.8378542746286,-3.1808658882139516,84.2320894931876,-5.556420329673008,65.51618311723142,-6.78962654029927,60.737279694812116,-2.644639571906282,55.45928181208137,-2.9849269531104126,54.49784328915767,-3.3852014902293646,39.864021574333414,-1.8563900119752446,46.76724776440114,1.8361506773672631,37.0694349327647,-4.897419816451062,28.09813393294107,blues
blues.00009.wav,0.27400923057047744,0.0923331436343686,0.08135201781988144,0.004348332528024912,1817.5163862399393,298293.3039822467,1973.7390701415943,114162.25428800884,3944.451148443547,1367518.0562135843,0.0792153184258901,0.001376557806953003,-3.9220458347699605e-06,0.007223676424473524,-2.3027800125419162e-05,0.0016776863485574722,129.19921875,-213.18080309588956,6133.965413588907,115.15279374838548,798.677370600566,-11.716264408856679,668.7997619581795,39.02947022028386,350.6810819994133,-20.35275537664395,532.2278107670508,13.082403820453804,279.00873595765114,-9.17348096542766,126.84021150823517,9.016147949562528,68.02847902295575,-14.097913519808948,110.14545741451347,4.278177138808928,92.52257115682036,-6.03959354413079,84.94229507561127,3.784770210521138,104.52202043015645,0.22566854741543763,76.38553017451838,-5.113638410106274,85.43633366096361,-0.4130633469271162,104.07289967296336,-1.1845383439964519,59.33858406036113,-1.92071430792845,58.44389481192638,-2.2937284688504196,83.26805969469035,2.891266392767571,77.03244684173146,-4.233204324202436,91.53433861388417,blues
